county_id,county_name,enrollees,total_spend,hospital_snf,physician,outpatient,home_health,hospice,dme,state
1001,AL-Autauga County,4649,8498.6,3223.91,2371.46,1711.69,419.55,520.74,251.58,AL
1003,AL-Baldwin County,22607,8028.73,2809.21,2689.56,1309.54,575.77,385.12,247.73,AL
1005,AL-Barbour County,3037,8707.97,3367.89,2441.77,1522.81,538.92,613.4,255.88,AL
1007,AL-Bibb County,1839,9809.13,4100.45,2559.38,1672.08,901.38,425.74,181.96,AL
1009,AL-Blount County,4408,8921.75,3533.54,2643.92,1412.28,554.54,587.87,210.47,AL
1011,AL-Bullock County,1054,8001.13,3296.31,1999.83,1661.54,346.76,501.39,218.94,AL
1013,AL-Butler County,2932,8909.43,3501.29,1989.23,1725.72,699.24,699.43,297.59,AL
1015,AL-Calhoun County,15503,9052.59,3702.56,2662.32,1308.48,625.9,559.92,221.48,AL
1017,AL-Chambers County,4806,7429.53,2943.83,1985.94,1534.18,338.67,441.72,195.16,AL
1019,AL-Cherokee County,3068,9706.03,4118.94,2689.83,1265.79,811.61,680.28,233.23,AL
1021,AL-Chilton County,3143,9040.89,3401.13,2904.44,1126.33,738.97,717.08,185.75,AL
1023,AL-Choctaw County,2175,10462.39,4641.58,2587.85,1746.14,474.28,884.57,183.75,AL
1025,AL-Clarke County,3286,8374.63,3326.6,2170.1,1306.22,509.07,865.13,239.88,AL
1027,AL-Clay County,1983,8499.99,3478.67,2465.27,1481.87,528.16,380.32,168.83,AL
1029,AL-Cleburne County,1969,9415.78,3843.36,2499.45,1267.89,701.03,864.61,307.47,AL
1031,AL-Coffee County,6435,8097.18,2875.15,2596.69,1129.86,640.34,676.38,225.03,AL
1033,AL-Colbert County,8168,9039.83,3514.97,2574.12,1245.06,768.9,755.17,226.09,AL
1035,AL-Conecuh County,1849,9376.99,4034.48,2428.95,1353.72,688.59,559.57,320.02,AL
1037,AL-Coosa County,1532,8917.31,2687.61,2223.11,1882.89,519.45,1486.73,270.09,AL
1039,AL-Covington County,6187,8872.46,3535.33,2563.03,1334.62,797.73,433.51,220.95,AL
1041,AL-Crenshaw County,1758,8942.57,3423.63,2269.83,1687.29,544.96,762.62,256.9,AL
1043,AL-Cullman County,9991,8935.59,3429.29,2703.0,1302.14,589.9,642.46,282.89,AL
1045,AL-Dale County,5419,8717.85,3384.79,2584.94,1345.93,514.36,699.31,231.89,AL
1047,AL-Dallas County,4464,8791.63,3919.16,2244.93,1427.38,423.83,420.29,354.95,AL
1049,AL-DeKalb County,7924,8655.37,3587.88,2295.5,1315.51,687.09,598.11,224.04,AL
1051,AL-Elmore County,8302,8345.06,3201.41,2300.24,1728.16,419.1,492.05,197.53,AL
1053,AL-Escambia County,5010,9751.63,3975.97,2356.45,1779.77,983.25,398.78,246.0,AL
1055,AL-Etowah County,12847,10246.31,4411.47,2682.95,1258.7,850.31,814.92,273.72,AL
1057,AL-Fayette County,2501,8899.75,3986.7,2209.2,1447.64,729.54,265.66,269.01,AL
1059,AL-Franklin County,4506,9509.13,4074.56,2286.35,1290.73,1025.2,699.42,230.21,AL
1061,AL-Geneva County,4200,8604.91,3355.05,2638.09,1199.51,698.39,491.37,245.47,AL
1063,AL-Greene County,1142,8385.11,3571.98,2044.18,1417.7,507.63,656.01,185.3,AL
1065,AL-Hale County,1910,9126.49,3838.23,2487.93,1525.97,556.2,527.26,215.94,AL
1067,AL-Henry County,2790,8567.04,3090.74,2722.37,1378.81,525.87,627.94,255.47,AL
1069,AL-Houston County,13091,8491.8,3333.78,2634.74,1203.22,545.43,590.36,210.72,AL
1071,AL-Jackson County,7749,9302.52,3620.14,2568.3,1507.46,591.67,892.88,205.0,AL
1073,AL-Jefferson County,45926,8450.89,3508.64,2664.1,1269.53,399.65,443.24,185.82,AL
1075,AL-Lamar County,2350,8578.54,3624.22,2196.35,1623.51,568.98,351.62,217.12,AL
1077,AL-Lauderdale County,13309,7884.67,3176.6,2388.56,1036.33,621.04,508.85,171.11,AL
1079,AL-Lawrence County,5200,8769.11,3384.97,2834.81,1100.7,698.06,594.12,216.53,AL
1081,AL-Lee County,11530,7496.97,2993.74,2016.56,1445.76,382.3,449.62,219.22,AL
1083,AL-Limestone County,8804,9065.05,3464.34,2832.59,1463.73,597.91,440.95,264.11,AL
1085,AL-Lowndes County,1409,8126.06,3397.83,2225.75,1434.51,429.99,418.78,237.84,AL
1087,AL-Macon County,1933,6347.78,2420.73,1858.28,1253.06,246.99,453.83,197.42,AL
1089,AL-Madison County,35993,8743.42,3358.1,3013.14,1271.46,431.58,446.92,231.37,AL
1091,AL-Marengo County,2877,8532.85,3403.49,2424.26,1288.76,433.89,858.52,188.42,AL
1093,AL-Marion County,4614,9337.49,3770.19,2349.33,1636.44,889.8,437.58,289.0,AL
1095,AL-Marshall County,12368,9319.9,3644.08,2424.06,1749.88,741.56,544.97,242.68,AL
1097,AL-Mobile County,29588,8408.8,3276.49,2765.0,1051.93,514.35,578.33,250.56,AL
1099,AL-Monroe County,2770,7933.34,3133.38,2175.2,1228.9,728.76,401.13,265.15,AL
1101,AL-Montgomery County,18777,7881.82,3148.75,2332.4,1520.33,358.16,326.48,218.62,AL
1103,AL-Morgan County,14804,8657.39,3453.75,2887.17,1073.07,499.4,522.34,230.84,AL
1105,AL-Perry County,1413,7956.83,3419.98,2118.24,1313.25,474.22,420.11,211.95,AL
1107,AL-Pickens County,2884,8388.15,3376.24,2190.14,1514.91,683.33,368.66,246.46,AL
1109,AL-Pike County,3664,8402.16,3207.99,2273.4,1596.93,593.58,502.17,237.64,AL
1111,AL-Randolph County,3259,8567.39,3476.37,2093.35,1534.85,532.87,720.19,245.61,AL
1113,AL-Russell County,5178,8771.66,3590.01,2314.49,1571.53,467.44,638.31,218.14,AL
1115,AL-St. Clair County,6103,9373.89,3803.01,3014.97,1309.94,488.62,536.13,226.85,AL
1117,AL-Shelby County,16105,8824.69,3492.91,2907.31,1214.43,523.08,481.46,204.49,AL
1119,AL-Sumter County,1609,7955.05,3092.07,1872.06,1461.01,473.06,913.31,166.87,AL
1121,AL-Talladega County,8536,9119.34,3421.25,2485.7,1491.37,502.81,1014.2,277.54,AL
1123,AL-Tallapoosa County,5737,8881.98,3035.21,2302.54,1994.96,658.7,632.19,277.29,AL
1125,AL-Tuscaloosa County,19533,9047.56,3805.97,2567.22,1406.03,612.69,451.38,213.66,AL
1127,AL-Walker County,6839,9573.58,3844.4,2688.59,1573.28,630.07,652.28,208.73,AL
1129,AL-Washington County,2253,8584.74,3129.16,2410.19,1343.11,544.95,1050.92,239.54,AL
1131,AL-Wilcox County,1489,7183.58,2737.85,1822.37,1304.25,481.12,670.67,199.14,AL
1133,AL-Winston County,3857,10130.97,4479.1,2765.5,1363.45,736.22,576.25,274.41,AL
2013,AK-Aleutians East Borough,103,5437.84,,2238.26,1168.84,,,56.53,AK
2016,AK-Aleutians West Census Area,117,11205.47,6079.7,3462.47,1404.81,,,50.5,AK
2020,AK-Anchorage Municipality,21442,8267.29,3806.48,2534.92,1304.41,225.13,227.79,131.6,AK
2050,AK-Bethel Census Area,853,9830.65,5468.64,2684.68,1354.64,,,45.14,AK
2060,AK-Bristol Bay Borough,93,6811.3,,1567.54,911.8,,,82.28,AK
2068,AK-Denali Borough,144,6678.4,,1627.16,1255.67,,,49.4,AK
2070,AK-Dillingham Census Area,289,10902.04,6926.79,1982.64,1405.24,,,35.64,AK
2090,AK-Fairbanks North Star Borough,6256,8030.44,3753.18,2111.83,1506.35,207.95,312.31,96.86,AK
2100,AK-Haines Borough,396,7337.89,2896.91,1822.53,2236.83,,,70.33,AK
2105,2105,302,6518.35,2815.59,1481.62,1590.0,,,101.97,AK
2110,AK-Juneau City and Borough,2927,7960.27,3586.22,2037.48,1707.87,235.89,234.46,74.61,AK
2122,AK-Kenai Peninsula Borough,6852,8982.64,4110.77,2046.42,2243.73,212.87,61.47,141.26,AK
2130,AK-Ketchikan Gateway Borough,1467,9624.36,4282.55,1710.69,2771.76,459.14,,99.19,AK
2150,AK-Kodiak Island Borough,962,11516.54,5602.82,3223.23,2209.18,,,122.97,AK
2164,AK-Lake and Peninsula Borough,136,11811.86,6490.5,3031.86,1713.96,,,55.26,AK
2170,AK-Matanuska-Susitna Borough,7619,8668.82,4092.07,2578.08,1307.19,257.92,222.35,158.77,AK
2180,AK-Nome Census Area,511,13160.77,5581.9,1418.95,4402.34,,,43.24,AK
2185,AK-North Slope Borough,483,12682.21,7836.33,2181.41,1933.88,153.05,,61.68,AK
2188,AK-Northwest Arctic Borough,343,11653.45,6467.05,3084.15,1746.35,,,17.02,AK
2195,2195,505,9925.45,5030.16,1455.93,2914.53,131.21,,78.19,AK
2198,2198,624,7819.63,3284.32,2013.46,1890.28,214.62,,66.01,AK
2220,AK-Sitka City and Borough,906,11900.87,5008.48,1934.41,4161.97,159.62,,80.79,AK
2230,2230,110,5443.57,2700.0,1512.92,833.71,,,57.46,AK
2240,AK-Southeast Fairbanks Census Area,926,8506.51,4083.09,2623.6,1396.47,135.38,,82.89,AK
2261,AK-Valdez-Cordova Census Area,911,9201.76,5053.97,1732.5,1939.21,,,86.68,AK
2270,AK-Wade Hampton Census Area,351,9732.7,5382.79,2986.26,1161.51,,,41.33,AK
2275,2275,372,12687.4,7120.37,1476.4,3579.45,,,54.89,AK
2282,AK-Yakutat City and Borough,81,9108.48,4500.01,2501.44,1529.36,,,123.47,AK
2290,AK-Yukon-Koyukuk Census Area,553,6686.44,2887.0,2458.37,1039.32,,,82.09,AK
4001,AZ-Apache County,6567,8983.6,4545.3,2089.16,1687.69,48.45,190.48,146.77,AZ
4003,AZ-Cochise County,14938,8388.77,3891.35,2503.76,1292.94,193.07,297.24,188.17,AZ
4005,AZ-Coconino County,9961,9295.83,4393.6,2544.93,1249.28,236.63,756.24,199.26,AZ
4007,AZ-Gila County,10195,9371.25,4071.8,2709.31,1386.67,290.08,659.4,271.7,AZ
4009,AZ-Graham County,2601,7608.48,3147.16,2344.51,1384.84,306.27,235.35,171.9,AZ
4011,AZ-Greenlee County,811,6607.13,3148.88,2038.31,930.41,199.9,122.54,151.43,AZ
4012,AZ-La Paz County,3394,9448.95,4564.69,2481.3,1544.11,202.37,477.55,177.53,AZ
4013,AZ-Maricopa County,249117,9516.04,3669.73,3628.81,1132.72,372.77,523.02,165.51,AZ
4015,AZ-Mohave County,32884,9052.65,3925.53,2787.57,1392.15,233.1,487.27,207.42,AZ
4017,AZ-Navajo County,11283,9055.44,4298.99,2472.61,1450.54,116.9,472.0,221.19,AZ
4019,AZ-Pima County,73821,8124.86,3229.91,2914.44,1180.48,298.37,331.24,147.06,AZ
4021,AZ-Pinal County,30336,9239.56,3585.77,3187.19,1372.1,304.23,622.74,169.78,AZ
4023,AZ-Santa Cruz County,2868,6311.1,2545.06,2160.42,918.06,158.95,402.62,147.86,AZ
4025,AZ-Yavapai County,40256,8177.17,3147.85,2833.84,1117.51,278.38,537.83,238.45,AZ
4027,AZ-Yuma County,18439,9513.26,4302.86,2841.31,1367.36,332.02,521.84,168.65,AZ
5001,AR-Arkansas County,2692,8090.07,3693.22,1960.94,1703.23,303.05,201.65,221.22,AR
5003,AR-Ashley County,3205,9721.6,4541.13,2331.05,1875.78,396.88,299.59,255.34,AR
5005,AR-Baxter County,8405,7532.56,3125.94,2054.28,1436.29,412.06,293.67,203.25,AR
5007,AR-Benton County,18420,8497.17,3672.38,2488.48,1334.35,449.9,263.84,282.17,AR
5009,AR-Boone County,5296,7614.26,3344.21,1960.27,1642.44,255.37,154.93,236.21,AR
5011,AR-Bradley County,1614,9597.32,3806.89,2384.81,2004.53,875.4,279.88,227.22,AR
5013,AR-Calhoun County,619,7890.58,3029.31,1962.98,1564.8,535.08,364.81,431.06,AR
5015,AR-Carroll County,3657,7619.22,3219.64,2032.59,1521.05,331.56,246.76,244.35,AR
5017,AR-Chicot County,1777,9115.07,4619.03,1892.17,1885.03,266.38,171.25,235.03,AR
5019,AR-Clark County,2870,7002.4,3202.35,1969.56,1039.58,272.72,293.63,224.85,AR
5021,AR-Clay County,2667,9233.65,4703.59,1656.28,2046.22,497.31,111.96,244.42,AR
5023,AR-Cleburne County,5066,7379.88,3191.44,2127.97,1228.97,297.58,297.01,221.62,AR
5025,AR-Cleveland County,1177,8600.12,3692.55,2375.42,1468.11,497.42,332.72,230.94,AR
5027,AR-Columbia County,3330,8307.12,3944.86,2124.45,1476.99,258.85,248.93,252.34,AR
5029,AR-Conway County,2708,7968.53,3678.72,2091.39,1313.92,326.46,327.99,228.52,AR
5031,AR-Craighead County,10082,8652.65,4288.13,2045.47,1458.63,370.52,226.02,266.02,AR
5033,AR-Crawford County,5292,8873.17,4286.77,2152.56,1388.04,498.75,304.74,255.37,AR
5035,AR-Crittenden County,4355,8306.71,4073.14,2309.69,1122.17,419.53,184.23,181.25,AR
5037,AR-Cross County,2242,8868.39,4513.9,1949.34,1360.3,420.94,320.55,302.86,AR
5039,AR-Dallas County,1092,9279.42,4023.51,2281.94,1946.56,461.53,249.6,298.56,AR
5041,AR-Desha County,1823,10070.47,4583.26,2160.6,2312.65,422.07,303.55,246.18,AR
5043,AR-Drew County,2120,9470.61,4409.43,2332.07,1535.49,561.77,355.17,268.56,AR
5045,AR-Faulkner County,10915,8478.69,3633.88,2469.58,1403.28,309.85,495.99,163.92,AR
5047,AR-Franklin County,2204,9062.81,4705.97,2006.13,1507.84,395.53,235.36,223.9,AR
5049,AR-Fulton County,1631,8108.15,3545.51,1622.24,1559.55,995.81,209.7,236.72,AR
5051,AR-Garland County,13074,8654.52,3729.28,2403.99,1281.77,392.58,586.03,264.8,AR
5053,AR-Grant County,2099,9384.91,4264.81,2695.37,1277.32,401.85,542.69,227.55,AR
5055,AR-Greene County,4862,8770.62,4507.78,1967.13,1513.31,368.34,148.93,268.46,AR
5057,AR-Hempstead County,2401,8545.79,4168.24,1960.99,1049.9,567.3,529.1,275.38,AR
5059,AR-Hot Spring County,3977,8836.49,4058.88,2463.91,1272.17,405.0,371.55,265.75,AR
5061,AR-Howard County,1879,9230.59,4233.12,2194.46,1456.08,617.17,502.27,242.72,AR
5063,AR-Independence County,5723,9507.82,4352.13,2106.59,1937.74,648.47,194.8,281.06,AR
5065,AR-Izard County,2517,8030.94,3423.46,1793.97,1544.44,694.43,410.68,209.36,AR
5067,AR-Jackson County,2792,9759.92,4870.62,2134.54,1676.11,532.32,253.46,295.11,AR
5069,AR-Jefferson County,7452,7893.41,3474.0,2387.77,1225.88,269.27,339.5,219.37,AR
5071,AR-Johnson County,2603,7789.43,3921.21,1821.44,1305.25,231.72,293.22,220.51,AR
5073,AR-Lafayette County,984,8529.12,3565.66,2091.1,1249.68,503.52,841.14,307.93,AR
5075,AR-Lawrence County,2334,8981.9,4263.52,1739.5,1923.95,451.45,337.42,281.85,AR
5077,AR-Lee County,945,7578.66,3377.65,2131.65,1205.15,390.07,243.59,229.95,AR
5079,AR-Lincoln County,1263,8617.76,3852.41,2133.99,1419.09,451.06,524.44,246.98,AR
5081,AR-Little River County,1886,10942.27,4982.68,2477.94,1564.58,770.88,969.73,271.82,AR
5083,AR-Logan County,2755,8833.12,4447.36,1867.68,1637.86,358.2,315.01,217.58,AR
5085,AR-Lonoke County,7260,9060.26,4318.67,2555.42,1234.38,321.48,477.33,173.74,AR
5087,AR-Madison County,1621,7342.75,3541.32,1848.13,967.71,580.68,174.87,253.34,AR
5089,AR-Marion County,2577,7753.14,3661.5,1852.95,1299.51,477.26,262.54,217.21,AR
5091,AR-Miller County,4599,9285.78,4477.54,2219.63,1177.23,499.07,667.44,281.84,AR
5093,AR-Mississippi County,4372,9128.99,4643.8,2386.51,1321.7,340.65,174.31,245.19,AR
5095,AR-Monroe County,1156,8817.6,4105.79,2186.36,1377.41,417.37,458.15,266.88,AR
5097,AR-Montgomery County,1442,7415.56,3600.58,1882.08,1092.97,294.26,327.81,219.52,AR
5099,AR-Nevada County,1171,8010.38,3695.46,2142.67,1049.25,458.8,463.99,218.38,AR
5101,AR-Newton County,1196,6683.95,3062.63,1575.65,1214.94,305.61,203.3,314.58,AR
5103,AR-Ouachita County,3148,8208.11,3661.85,2052.32,1582.18,307.21,296.63,305.57,AR
5105,AR-Perry County,1502,7714.93,3497.22,2283.02,1152.4,326.3,307.35,140.97,AR
5107,AR-Phillips County,2304,7772.56,3461.27,1913.8,1343.6,417.65,413.14,214.14,AR
5109,AR-Pike County,1571,8009.17,3602.4,2031.71,1305.11,408.46,405.84,268.74,AR
5111,AR-Poinsett County,3256,9869.06,4864.86,2294.52,1694.85,454.84,281.56,281.5,AR
5113,AR-Polk County,3486,8496.74,3954.93,1868.24,1317.0,565.85,614.57,239.54,AR
5115,AR-Pope County,6644,8127.7,3744.3,2097.09,1427.86,261.67,307.13,279.42,AR
5117,AR-Prairie County,1334,8152.63,3770.46,2043.2,1438.62,313.31,312.22,268.7,AR
5119,AR-Pulaski County,37383,8244.09,3715.71,2530.96,1139.78,300.86,396.64,167.11,AR
5121,AR-Randolph County,2587,8304.27,3675.52,1907.22,1618.08,719.29,160.26,247.73,AR
5123,AR-St. Francis County,2667,8160.14,3556.08,2100.46,1357.49,446.53,342.25,350.99,AR
5125,AR-Saline County,17818,8522.18,3629.74,2493.21,1385.96,355.58,434.68,215.56,AR
5127,AR-Scott County,1058,8595.78,4203.95,1639.2,1875.11,411.56,268.01,208.83,AR
5129,AR-Searcy County,1401,7153.77,3017.03,1675.81,1465.03,491.25,336.43,178.31,AR
5131,AR-Sebastian County,11509,8726.39,4193.73,2155.14,1358.83,459.3,342.28,220.21,AR
5133,AR-Sevier County,1803,9674.5,4195.66,2177.84,1375.64,1117.95,547.33,313.94,AR
5135,AR-Sharp County,3028,8668.74,3763.08,1987.08,1728.29,728.46,250.83,232.38,AR
5137,AR-Stone County,2327,8930.62,3954.84,1916.35,1735.22,851.85,242.97,270.51,AR
5139,AR-Union County,5569,7701.73,3289.88,2149.91,1363.12,363.86,283.35,254.92,AR
5141,AR-Van Buren County,2870,8036.46,2881.83,2603.41,1461.21,523.9,352.84,199.57,AR
5143,AR-Washington County,16170,7985.73,3587.45,2383.3,1034.6,441.2,287.35,249.98,AR
5145,AR-White County,9286,8737.51,4220.04,1928.43,1735.95,361.15,265.48,228.09,AR
5147,AR-Woodruff County,1163,9058.86,4010.25,1871.1,1780.24,947.06,168.54,245.6,AR
5149,AR-Yell County,2693,9586.04,4755.91,1990.51,1748.58,513.23,292.25,302.41,AR
6001,CA-Alameda County,74074,10890.34,5223.36,2924.17,1598.85,597.63,397.82,128.4,CA
6003,CA-Alpine County,147,7079.36,3370.17,1756.13,1030.11,475.35,,139.32,CA
6005,CA-Amador County,6351,9226.07,4460.79,2537.56,1440.29,372.61,246.71,163.85,CA
6007,CA-Butte County,33477,9624.66,4848.45,2217.24,1795.08,352.67,193.2,225.08,CA
6009,CA-Calaveras County,7977,9162.94,4402.4,2111.94,1869.67,358.32,239.46,163.47,CA
6011,CA-Colusa County,2208,9305.97,4823.05,1791.09,2164.96,237.16,144.15,161.2,CA
6013,CA-Contra Costa County,59065,10543.41,4788.86,3193.87,1464.48,515.22,451.43,126.38,CA
6015,CA-Del Norte County,3501,8872.44,4297.42,2313.5,1665.98,263.01,70.21,210.37,CA
6017,CA-El Dorado County,18312,9617.88,4272.29,2639.5,1818.83,398.89,309.54,162.2,CA
6019,CA-Fresno County,56830,9739.17,4263.25,3389.45,1312.65,345.87,270.79,173.23,CA
6021,CA-Glenn County,3935,9552.34,4829.05,2161.3,1820.28,393.88,136.43,215.4,CA
6023,CA-Humboldt County,17401,8317.2,4000.77,1888.94,1561.15,349.06,365.32,152.63,CA
6025,CA-Imperial County,15705,9796.63,4344.54,2791.51,1811.75,489.02,121.38,236.8,CA
6027,CA-Inyo County,3416,10235.94,5010.76,1771.19,2935.06,199.07,27.15,208.01,CA
6029,CA-Kern County,41684,11102.08,5193.17,3405.08,1477.35,419.41,387.91,228.2,CA
6031,CA-Kings County,9411,9536.15,4070.19,3113.13,1684.01,242.86,116.27,294.33,CA
6033,CA-Lake County,10530,10280.88,5318.75,2368.7,1789.23,362.92,230.07,202.22,CA
6035,CA-Lassen County,2846,8996.56,4317.68,2555.12,1511.99,215.67,97.26,257.95,CA
6037,CA-Los Angeles County,415380,12900.79,6057.56,3860.75,1444.98,922.24,389.89,181.32,CA
6039,CA-Madera County,10415,8604.36,3820.35,2961.82,1166.19,213.05,195.21,248.25,CA
6041,CA-Marin County,25691,9904.85,4356.18,2857.25,1686.13,453.69,431.73,112.26,CA
6043,CA-Mariposa County,3224,9638.84,4481.29,2540.2,1865.92,239.6,299.42,173.57,CA
6045,CA-Mendocino County,13465,8442.27,4255.18,1736.48,1852.19,310.82,125.47,143.58,CA
6047,CA-Merced County,21728,9969.33,4921.31,2992.61,1363.63,255.84,214.42,234.8,CA
6049,CA-Modoc County,1658,7395.01,3146.63,1587.59,2315.89,28.33,,206.62,CA
6051,CA-Mono County,1033,10114.02,4738.47,2100.31,2768.81,129.11,,166.76,CA
6053,CA-Monterey County,42280,9007.17,4199.92,2485.74,1384.07,506.65,271.17,156.24,CA
6055,CA-Napa County,11909,9933.25,4194.88,3041.07,1919.22,334.26,337.07,119.61,CA
6057,CA-Nevada County,15870,8458.08,3706.59,2400.66,1571.89,323.9,294.63,142.93,CA
6059,CA-Orange County,170178,11036.35,4508.11,3867.69,1424.32,618.14,436.46,162.45,CA
6061,CA-Placer County,29351,9144.85,3928.8,2691.03,1576.32,472.8,342.43,124.9,CA
6063,CA-Plumas County,4234,8795.34,3920.61,1763.72,2485.17,267.4,111.23,165.34,CA
6065,CA-Riverside County,91596,10450.61,4578.68,3153.6,1605.55,483.24,486.19,145.89,CA
6067,CA-Sacramento County,67842,9822.36,4937.11,2411.77,1472.72,484.03,389.3,124.98,CA
6069,CA-San Benito County,5076,9704.82,4814.02,2535.17,1551.85,386.83,292.61,135.75,CA
6071,CA-San Bernardino County,57888,10997.49,5669.26,2692.83,1384.58,545.78,565.45,169.92,CA
6073,CA-San Diego County,158590,9673.68,4345.36,2958.67,1304.15,504.98,414.04,143.14,CA
6075,CA-San Francisco County,52668,10066.6,4934.35,2249.01,1883.47,592.55,272.35,108.49,CA
6077,CA-San Joaquin County,40191,9942.97,5052.23,2651.33,1420.44,454.84,229.03,131.1,CA
6079,CA-San Luis Obispo County,37506,8296.71,3146.47,2980.75,1117.44,553.82,305.72,176.63,CA
6081,CA-San Mateo County,45347,9403.27,3891.83,2698.87,1738.13,539.98,424.83,107.14,CA
6083,CA-Santa Barbara County,44576,8511.7,3403.68,3069.45,1248.18,359.31,256.79,174.55,CA
6085,CA-Santa Clara County,103921,10231.22,4543.51,2957.36,1627.48,528.83,434.82,135.34,CA
6087,CA-Santa Cruz County,28614,9165.47,4110.56,2636.74,1228.97,524.56,508.22,161.77,CA
6089,CA-Shasta County,27782,9632.72,4641.92,2821.7,1356.29,403.51,182.22,215.21,CA
6091,CA-Sierra County,598,9385.77,4305.91,2009.22,2252.67,224.83,,194.98,CA
6093,CA-Siskiyou County,9036,8056.87,3652.52,1821.07,1883.56,207.58,248.63,207.72,CA
6095,CA-Solano County,22461,9204.69,4297.11,2553.87,1386.9,483.55,320.74,159.46,CA
6097,CA-Sonoma County,39441,9438.24,4176.42,2626.73,1648.63,439.88,378.51,167.33,CA
6099,CA-Stanislaus County,28237,10267.35,5086.23,2608.92,1569.28,449.56,376.96,190.39,CA
6101,CA-Sutter County,11071,9266.74,4347.21,2657.56,1503.81,343.34,186.71,209.97,CA
6103,CA-Tehama County,11262,8621.82,3938.83,2113.62,1749.99,360.8,180.98,249.28,CA
6105,CA-Trinity County,2463,8471.87,4317.94,2326.85,1219.11,221.28,126.12,220.07,CA
6107,CA-Tulare County,35221,9138.2,4104.71,2857.42,1517.12,222.82,202.23,242.43,CA
6109,CA-Tuolumne County,10574,9057.95,3853.09,2014.17,2422.06,388.95,184.23,166.71,CA
6111,CA-Ventura County,66326,10459.89,4148.41,3828.26,1240.26,645.28,427.81,153.24,CA
6113,CA-Yolo County,9828,8083.36,3705.5,2009.44,1576.43,389.68,287.0,119.0,CA
6115,CA-Yuba County,6924,9828.41,5103.9,2423.19,1471.87,370.36,218.3,239.06,CA
8001,CO-Adams County,13431,9835.96,4627.27,2511.95,1478.76,548.52,513.95,191.43,CO
8003,CO-Alamosa County,1272,7175.77,3503.05,1421.66,1358.5,383.27,157.27,361.03,CO
8005,CO-Arapahoe County,30635,9345.44,4135.06,2841.68,1367.97,469.04,324.17,204.21,CO
8007,CO-Archuleta County,2038,7312.44,2737.77,1498.94,2102.43,422.39,256.02,228.22,CO
8009,CO-Baca County,830,9454.27,4343.48,1452.39,3150.96,284.34,,311.57,CO
8011,CO-Bent County,611,6863.74,2838.74,1517.03,1606.86,200.79,329.08,369.5,CO
8013,CO-Boulder County,16716,8152.44,2982.26,2709.47,1292.92,474.08,443.27,227.64,CO
8014,8014,3014,8056.71,2909.24,2646.67,1282.25,550.34,475.5,184.36,CO
8015,CO-Chaffee County,3035,7825.83,3179.96,1580.21,2091.26,508.2,212.61,236.1,CO
8017,CO-Cheyenne County,248,8627.2,3816.7,1239.34,3205.77,,,326.17,CO
8019,CO-Clear Creek County,451,5965.99,2548.87,2090.65,687.16,253.99,,222.97,CO
8021,CO-Conejos County,848,7717.4,3531.83,1301.48,2127.16,254.92,113.2,424.44,CO
8023,CO-Costilla County,497,5740.0,2574.39,1293.54,1272.22,201.97,,294.27,CO
8025,CO-Crowley County,445,8538.87,4226.01,2030.41,1456.67,278.31,172.85,386.16,CO
8027,CO-Custer County,841,5969.96,2484.35,1909.69,912.28,148.07,134.28,290.42,CO
8029,CO-Delta County,4694,6548.79,2552.33,1380.07,1610.29,167.92,589.74,253.11,CO
8031,CO-Denver County,24979,8982.15,3979.58,2617.29,1414.38,460.18,363.05,149.37,CO
8033,CO-Dolores County,323,7965.66,3762.57,1372.19,2121.04,197.55,,308.59,CO
8035,CO-Douglas County,14796,9433.88,3967.02,3113.24,1277.22,507.06,369.12,182.49,CO
8037,CO-Eagle County,2512,8063.56,3206.5,2287.27,1723.29,344.3,198.91,175.63,CO
8039,CO-Elbert County,1321,8008.13,3317.71,2501.6,1214.12,302.89,372.81,262.73,CO
8041,CO-El Paso County,44383,8091.14,3236.13,2571.85,1204.15,480.35,382.74,212.58,CO
8043,CO-Fremont County,5600,7408.41,3115.69,1893.13,1276.98,348.57,452.39,319.47,CO
8045,CO-Garfield County,4938,8340.05,3595.16,1665.46,2111.68,368.88,319.72,258.84,CO
8047,CO-Gilpin County,274,8946.03,3491.33,2640.94,1448.84,396.17,860.13,183.37,CO
8049,CO-Grand County,1411,9162.92,4289.35,1936.73,2243.49,193.72,218.84,178.04,CO
8051,CO-Gunnison County,1361,7069.4,2568.22,1536.8,2113.87,322.42,213.87,226.49,CO
8053,CO-Hinsdale County,149,5977.11,2774.25,1368.48,1341.1,,,140.09,CO
8055,CO-Huerfano County,1257,6163.66,2172.15,1545.68,1624.14,228.82,189.38,360.14,CO
8057,CO-Jackson County,238,9437.97,4770.86,1663.57,2131.54,,,552.43,CO
8059,CO-Jefferson County,27385,8728.28,3558.51,2860.47,1223.82,500.92,388.45,183.81,CO
8061,CO-Kiowa County,263,9828.4,4726.54,1417.99,3363.38,,,332.19,CO
8063,CO-Kit Carson County,1153,10322.98,4951.83,1848.94,2937.32,151.91,104.97,339.83,CO
8065,CO-Lake County,527,7939.86,3468.43,1429.63,2329.44,240.37,,319.8,CO
8067,CO-La Plata County,5751,7330.92,2891.58,1887.99,1587.12,380.3,279.13,266.6,CO
8069,CO-Larimer County,27033,7759.03,3092.13,2262.42,1527.28,342.3,282.41,235.8,CO
